policy,profile,seed,deadline_ms,frames,mean_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,mean_final_latency_ms,deadline_miss_rate,mean_output_confidence,usable_confidence_proxy,total_bandwidth_kb,bandwidth_per_frame_kb,bandwidth_per_1000_frames_kb,fallback_rate,reuse_rate,stale_acceptance_rate,remote_attempt_rate,remote_success_rate,remote_accept_rate,remote_accepted_per_frame,remote_rejected_deadline_rate,remote_rejected_freshness_rate,remote_failed_loss_rate,remote_unreachable_rate,pct_local_fast,pct_edge_accurate,pct_hybrid,pct_degraded_safe,mode_switches,mode_switches_per_1000,bias_target,rtt_estimate_bias,compute_estimate_bias,bias
dapper,variable,109,100.0,1000,21.210997956041414,33.76823065319891,34.76110730262953,34.98660651522982,22.695285566130973,0.0,0.7239038673745836,0.7273115250168576,3175.0,3.175,3175.0,0.203,0.156,0.0,0.127,0.9133858267716536,0.1732283464566929,0.022,0.7401574803149606,0.0,0.08661417322834646,0.0,71.7,0.0,12.7,15.6,256,256.0,compute,0.0,0.1,0.1
dapper,variable,110,100.0,1000,20.982663888093814,33.908831310824965,34.67822534775889,34.98146709760653,22.65976851867458,0.0,0.7252583766377324,0.7290123587697475,2950.0,2.95,2950.0,0.226,0.171,0.0,0.118,0.940677966101695,0.211864406779661,0.025,0.7288135593220338,0.0,0.059322033898305086,0.0,71.1,0.0,11.799999999999999,17.1,257,257.0,compute,0.0,0.1,0.1
dapper,variable,111,100.0,1000,21.15036747714493,33.79838354481562,34.723349040720166,34.97684653932659,23.67031486811689,0.0,0.7257443855359366,0.7316343315041293,3675.0,3.675,3675.0,0.216,0.166,0.0,0.147,0.9319727891156463,0.2585034013605442,0.038,0.673469387755102,0.0,0.06802721088435375,0.0,68.7,0.0,14.7,16.6,266,266.0,compute,0.0,0.1,0.1
dapper,variable,112,100.0,1000,21.078172240720427,34.0565418294024,34.79412676903375,34.95854802039493,23.832655228108052,0.0,0.728773769620013,0.7347673781351813,4325.0,4.325,4325.0,0.215,0.162,0.0,0.173,0.9364161849710982,0.23699421965317918,0.041,0.6994219653179191,0.0,0.06358381502890173,0.0,66.5,0.0,17.299999999999997,16.2,287,287.0,compute,0.0,0.1,0.1
dapper,variable,113,100.0,1000,21.273906223598555,33.57682626381407,34.78843892853948,34.96829040868747,22.896912929005918,0.0,0.7263068757945752,0.7298801650003229,3575.0,3.575,3575.0,0.197,0.15,0.0,0.143,0.9370629370629371,0.16783216783216784,0.024,0.7692307692307693,0.0,0.06293706293706294,0.0,70.7,0.0,14.299999999999999,15.0,250,250.0,compute,0.0,0.1,0.1
dapper,variable,114,100.0,1000,19.651478679764644,33.53883646549626,34.61117657596823,34.99588156157893,21.640480815069154,0.0,0.7222741502329159,0.7268288345462883,3000.0,3.0,3000.0,0.266,0.205,0.0,0.12,0.9333333333333333,0.25,0.03,0.6833333333333333,0.0,0.06666666666666667,0.0,67.5,0.0,12.0,20.5,280,280.0,compute,0.0,0.1,0.1
dapper,variable,115,100.0,1000,21.45827282696581,33.34691437699113,34.626745067103904,34.87718954629805,24.05606717423404,0.0,0.7230935571850724,0.7292426466690508,3275.0,3.275,3275.0,0.176,0.137,0.0,0.131,0.8854961832061069,0.2900763358778626,0.038,0.5954198473282443,0.0,0.11450381679389313,0.0,73.2,0.0,13.100000000000001,13.700000000000001,251,251.0,compute,0.0,0.1,0.1
dapper,variable,116,100.0,1000,20.840460970931165,33.98344969197258,34.76841725790863,34.94714462527301,22.47110698296194,0.0,0.7289372186607409,0.7331747855136871,3400.0,3.4,3400.0,0.239,0.184,0.0,0.136,0.9338235294117647,0.17647058823529413,0.024,0.7573529411764706,0.0,0.0661764705882353,0.0,68.0,0.0,13.600000000000001,18.4,260,260.0,compute,0.0,0.1,0.1
dapper,variable,117,100.0,1000,22.76021868961211,34.240173789397694,34.82080355680936,34.990866631104254,24.121063897650615,0.0,0.7236897900442029,0.7269070388309078,3425.0,3.425,3425.0,0.132,0.1,0.0,0.137,0.9124087591240876,0.145985401459854,0.02,0.7664233576642335,0.0,0.08759124087591241,0.0,76.3,0.0,13.700000000000001,10.0,217,217.0,compute,0.0,0.1,0.1
dapper,variable,118,100.0,1000,21.19990772515089,33.5101571170854,34.37942051281876,34.868091607089696,24.433044058714746,0.0,0.7251742139285398,0.7326921528699668,4550.0,4.55,4550.0,0.193,0.148,0.0,0.182,0.9340659340659341,0.25824175824175827,0.047,0.6758241758241759,0.0,0.06593406593406594,0.0,67.0,0.0,18.2,14.799999999999999,291,291.0,compute,0.0,0.1,0.1
dapper,variable,119,100.0,1000,20.98980792595105,33.65904383541709,34.57959716197339,34.99635852821138,23.027286368886298,0.0,0.7248011782863056,0.7301082814467166,3750.0,3.75,3750.0,0.218,0.166,0.0,0.15,0.9333333333333333,0.20666666666666667,0.031,0.7266666666666667,0.0,0.06666666666666667,0.0,68.4,0.0,15.0,16.6,253,253.0,compute,0.0,0.1,0.1
dapper,variable,120,100.0,1000,21.637219680970638,33.96526001626422,34.71258654891299,34.99491157025027,23.736013150151535,0.0,0.7236256274039456,0.7289191705562285,4150.0,4.15,4150.0,0.179,0.134,0.0,0.166,0.9397590361445783,0.18674698795180722,0.031,0.7530120481927711,0.0,0.060240963855421686,0.0,70.0,0.0,16.6,13.4,277,277.0,compute,0.0,0.1,0.1
dapper,variable,121,100.0,1000,20.769854338698046,33.76407787463392,34.80089032279628,34.994688323129196,24.27254000144109,0.0,0.7246801812954811,0.7336212306549363,4675.0,4.675,4675.0,0.217,0.168,0.0,0.187,0.9572192513368984,0.27807486631016043,0.052,0.679144385026738,0.0,0.0427807486631016,0.0,64.5,0.0,18.7,16.8,290,290.0,compute,0.0,0.1,0.1
dapper,variable,122,100.0,1000,21.13175821444513,33.694416258508085,34.631522901173106,34.97317679379236,23.925502147717143,0.0,0.727101792089757,0.733591290736281,3325.0,3.325,3325.0,0.197,0.151,0.0,0.133,0.9323308270676691,0.3082706766917293,0.041,0.6240601503759399,0.0,0.06766917293233082,0.0,71.6,0.0,13.3,15.1,244,244.0,compute,0.0,0.1,0.1
dapper,variable,123,100.0,1000,21.09321361110236,33.79103353765298,34.79488657343286,34.98222422308634,22.95729201497118,0.0,0.7282104611957531,0.7335092548870733,3300.0,3.3,3300.0,0.215,0.164,0.0,0.132,0.9393939393939394,0.2196969696969697,0.029,0.7196969696969697,0.0,0.06060606060606061,0.0,70.39999999999999,0.0,13.200000000000001,16.400000000000002,256,256.0,compute,0.0,0.1,0.1
dapper,variable,124,100.0,1000,21.732988484636902,33.61582768332837,34.67732058291188,34.996246009129095,23.750766552712175,0.0,0.7242599698219147,0.7290090601287487,4225.0,4.225,4225.0,0.169,0.132,0.0,0.169,0.8757396449704142,0.17751479289940827,0.03,0.6982248520710059,0.0,0.1242603550295858,0.0,69.89999999999999,0.0,16.900000000000002,13.200000000000001,281,281.0,compute,0.0,0.1,0.1
dapper,variable,125,100.0,1000,20.769788307085673,33.55572104656107,34.7780426012565,34.94952031560075,23.085896009839235,0.0,0.7246252838037862,0.7300106060619188,3625.0,3.625,3625.0,0.222,0.17,0.0,0.145,0.9448275862068966,0.2413793103448276,0.035,0.7034482758620689,0.0,0.05517241379310345,0.0,68.5,0.0,14.499999999999998,17.0,272,272.0,compute,0.0,0.1,0.1
dapper,variable,126,100.0,1000,21.1478810158433,33.75159446968112,34.720173914570076,34.997585709381326,23.580226189785886,0.0,0.7299377493938444,0.7357926922143889,3350.0,3.35,3350.0,0.21,0.163,0.0,0.134,0.9402985074626866,0.27611940298507465,0.037,0.664179104477612,0.0,0.05970149253731343,0.0,70.3,0.0,13.4,16.3,255,255.0,compute,0.0,0.1,0.1
dapper,variable,127,100.0,1000,20.660215773075464,34.01155392391131,34.710521322396545,34.9805264786951,22.457478439780214,0.0,0.7254115546748069,0.7300607831958817,3175.0,3.175,3175.0,0.245,0.187,0.0,0.127,0.937007874015748,0.2047244094488189,0.026,0.7322834645669292,0.0,0.06299212598425197,0.0,68.60000000000001,0.0,12.7,18.7,257,257.0,compute,0.0,0.1,0.1
dapper,variable,128,100.0,1000,19.588881490818014,33.63444553862527,34.724924465655434,34.96530254190218,21.239000905796363,0.0,0.7261101277963585,0.7296390318199335,2775.0,2.775,2775.0,0.278,0.214,0.0,0.111,0.9099099099099099,0.21621621621621623,0.024,0.6936936936936937,0.0,0.09009009009009009,0.0,67.5,0.0,11.1,21.4,257,257.0,compute,0.0,0.1,0.1
dapper,variable,129,100.0,1000,21.009790891695804,33.95183803633796,34.77333674805944,34.967648156933706,23.004607362782167,0.0,0.7216296347896245,0.7264495340776903,3200.0,3.2,3200.0,0.227,0.175,0.0,0.128,0.9375,0.2421875,0.031,0.6953125,0.0,0.0625,0.0,69.69999999999999,0.0,12.8,17.5,258,258.0,compute,0.0,0.1,0.1
dapper,stable,100,100.0,1000,25.279403323317702,33.96035223762113,34.73962355895296,34.988775105687154,51.53514833678389,0.0,0.7265268897628933,0.792417917211626,21350.0,21.35,21350.0,0.0,0.0,0.0,0.854,0.9918032786885246,0.4953161592505855,0.423,0.4964871194379391,0.0,0.00819672131147541,0.0,14.6,0.0,85.39999999999999,0.0,259,259.0,compute,0.0,0.2,0.2
dapper,stable,101,100.0,1000,24.820657080469697,33.96040511204254,34.788072376532675,34.99828909781833,53.53675771177409,0.0,0.7249338588619687,0.7978649635318986,21700.0,21.7,21700.0,0.0,0.0,0.0,0.868,0.9896313364055299,0.5288018433179723,0.459,0.4608294930875576,0.0,0.010368663594470046,0.0,13.200000000000001,0.0,86.8,0.0,231,231.0,compute,0.0,0.2,0.2
dapper,stable,102,100.0,1000,24.835880473076735,33.70682378335116,34.74818297607158,34.965240972972765,51.8627260021259,0.0,0.727324394359075,0.800034845226407,20900.0,20.9,20900.0,0.0,0.0,0.0,0.836,0.992822966507177,0.5263157894736842,0.44,0.4665071770334928,0.0,0.007177033492822967,0.0,16.400000000000002,0.0,83.6,0.0,284,284.0,compute,0.0,0.2,0.2
dapper,stable,103,100.0,1000,24.972078044518216,34.293187186352334,34.89307765319619,34.99802137082616,53.372703891643845,0.0,0.7236659440861409,0.7991290672988378,21525.0,21.525,21525.0,0.0,0.0,0.0,0.861,0.9883855981416957,0.5342624854819977,0.46,0.454123112659698,0.0,0.011614401858304297,0.0,13.900000000000002,0.0,86.1,0.0,237,237.0,compute,0.0,0.2,0.2
dapper,stable,104,100.0,1000,24.98622097286207,33.860115377670134,34.74837408619961,34.98656616097203,51.037343944723006,0.0,0.7240926018777877,0.7898578469524961,21900.0,21.9,21900.0,0.0,0.0,0.0,0.876,0.9920091324200914,0.4794520547945205,0.42,0.5125570776255708,0.0,0.007990867579908675,0.0,12.4,0.0,87.6,0.0,220,220.0,compute,0.0,0.2,0.2
dapper,stable,105,100.0,1000,24.85634769037545,33.82025179084476,34.62504012903672,34.93314580405199,51.59710330911793,0.0,0.7262361051095783,0.7959250227091806,21250.0,21.25,21250.0,0.0,0.0,0.0,0.85,0.9905882352941177,0.5105882352941177,0.434,0.48,0.0,0.009411764705882352,0.0,15.0,0.0,85.0,0.0,256,256.0,compute,0.0,0.2,0.2
dapper,stable,106,100.0,1000,24.716410963251104,33.86074949026578,34.68730165917939,34.933586993197196,52.69637342008328,0.0,0.7229428904328138,0.7962430814491968,21425.0,21.425,21425.0,0.0,0.0,0.0,0.857,0.9918319719953326,0.5227537922987164,0.448,0.4690781796966161,0.0,0.008168028004667444,0.0,14.299999999999999,0.0,85.7,0.0,252,252.0,compute,0.0,0.2,0.2
dapper,stable,107,100.0,1000,24.88557902804772,33.83424628214373,34.89267109559948,34.9936438529993,53.380353744565205,0.0,0.7245133185042392,0.7993133636844371,22025.0,22.025,22025.0,0.0,0.0,0.0,0.881,0.9886492622020431,0.5187287173666288,0.457,0.4699205448354143,0.0,0.011350737797956867,0.0,11.899999999999999,0.0,88.1,0.0,198,198.0,compute,0.0,0.2,0.2
dapper,stable,108,100.0,1000,25.235897183714567,34.2868707566229,34.87218349603604,34.989690121554816,51.92467360201944,0.0,0.7254394152220247,0.7967132376294662,21500.0,21.5,21500.0,0.0,0.0,0.0,0.86,0.9872093023255814,0.5023255813953489,0.432,0.4848837209302326,0.0,0.012790697674418604,0.0,14.000000000000002,0.0,86.0,0.0,231,231.0,compute,0.0,0.2,0.2
dapper,stable,109,100.0,1000,25.268964708760926,34.15910526808331,34.79620852522923,34.94284900848466,51.53790445445115,0.0,0.7225069831603355,0.7908717000411818,21775.0,21.775,21775.0,0.0,0.0,0.0,0.871,0.9850746268656716,0.4845005740528129,0.422,0.5005740528128588,0.0,0.014925373134328358,0.0,12.9,0.0,87.1,0.0,228,228.0,compute,0.0,0.2,0.2
dapper,stable,110,100.0,1000,24.978043487255007,33.957417382454665,34.80033649104111,34.99011804008187,51.64725260956925,0.0,0.7239727698806182,0.7935801521646344,21400.0,21.4,21400.0,0.0,0.0,0.0,0.856,0.985981308411215,0.5035046728971962,0.431,0.4824766355140187,0.0,0.014018691588785047,0.0,14.399999999999999,0.0,85.6,0.0,261,261.0,compute,0.0,0.2,0.2
dapper,stable,111,100.0,1000,25.491345575881343,33.99942489704205,34.77294614292747,34.98882482505357,52.77932606666301,0.0,0.7264559107913696,0.7988751227250941,20975.0,20.975,20975.0,0.0,0.0,0.0,0.839,0.9916567342073898,0.5256257449344458,0.441,0.466030989272944,0.0,0.00834326579261025,0.0,16.1,0.0,83.89999999999999,0.0,276,276.0,compute,0.0,0.2,0.2
dapper,stable,112,100.0,1000,25.044635098675773,33.93678625080242,34.80594764992258,34.978994945141224,52.774438295965986,0.0,0.7245903067601731,0.7942867336915719,21700.0,21.7,21700.0,0.0,0.0,0.0,0.868,0.9919354838709677,0.5103686635944701,0.443,0.4815668202764977,0.0,0.008064516129032258,0.0,13.200000000000001,0.0,86.8,0.0,220,220.0,compute,0.0,0.2,0.2
dapper,stable,113,100.0,1000,24.924957379086543,33.92528008813723,34.852479041190236,34.99387303551587,50.565197370598845,0.0,0.725184772552611,0.7910288053494875,21600.0,21.6,21600.0,0.0,0.0,0.0,0.864,0.9826388888888888,0.48032407407407407,0.415,0.5023148148148148,0.0,0.017361111111111112,0.0,13.600000000000001,0.0,86.4,0.0,239,239.0,compute,0.0,0.2,0.2
dapper,stable,114,100.0,1000,25.128438548268,33.86993382489312,34.786318253661975,34.99771913787838,53.866453690073165,0.0,0.7237524930795687,0.7977940224588013,21900.0,21.9,21900.0,0.0,0.0,0.0,0.876,0.9908675799086758,0.5308219178082192,0.465,0.4600456621004566,0.0,0.0091324200913242,0.0,12.4,0.0,87.6,0.0,214,214.0,compute,0.0,0.2,0.2
dapper,stable,115,100.0,1000,25.094705607799348,34.162413089123824,34.74465384721523,34.970565607066455,51.94937303752475,0.0,0.7245886848920773,0.7944537871206474,21750.0,21.75,21750.0,0.0,0.0,0.0,0.87,0.9873563218390805,0.5011494252873563,0.436,0.4862068965517241,0.0,0.01264367816091954,0.0,13.0,0.0,87.0,0.0,219,219.0,compute,0.0,0.2,0.2
dapper,stable,116,100.0,1000,25.028301912688907,34.05041769477859,34.88445460350265,34.99403448766891,54.211607535281885,0.0,0.7244573126145593,0.798391101095973,21750.0,21.75,21750.0,0.0,0.0,0.0,0.87,0.9942528735632183,0.5448275862068965,0.474,0.4494252873563218,0.0,0.005747126436781609,0.0,13.0,0.0,87.0,0.0,221,221.0,compute,0.0,0.2,0.2
dapper,stable,117,100.0,1000,24.997182216762514,33.94211020128963,34.806950360419165,34.98156739475102,51.94396103000347,0.0,0.7238166310991714,0.7935256482510197,21850.0,21.85,21850.0,0.0,0.0,0.0,0.874,0.9862700228832952,0.4897025171624714,0.428,0.4965675057208238,0.0,0.013729977116704805,0.0,12.6,0.0,87.4,0.0,226,226.0,compute,0.0,0.2,0.2
dapper,stable,118,100.0,1000,25.026589048763064,34.146334679362305,34.835239525322194,34.964244111574146,52.20873167600773,0.0,0.7280528994609765,0.7960765304196257,21475.0,21.475,21475.0,0.0,0.0,0.0,0.859,0.9906868451688009,0.5075669383003493,0.436,0.4831199068684517,0.0,0.009313154831199068,0.0,14.099999999999998,0.0,85.9,0.0,244,244.0,compute,0.0,0.2,0.2
dapper,stable,119,100.0,1000,24.80107188012856,34.00280379558126,34.81754573602827,34.936826663719394,53.78667209236602,0.0,0.7243707963012889,0.799875204249307,21925.0,21.925,21925.0,0.0,0.0,0.0,0.877,0.9874572405929305,0.5324971493728621,0.467,0.4549600912200684,0.0,0.012542759407069556,0.0,12.3,0.0,87.7,0.0,228,228.0,compute,0.0,0.2,0.2
dapper,stable,120,100.0,1000,25.000139802139184,33.83887438020657,34.75482963071029,34.96519781982063,52.586658253654925,0.0,0.7247996031934949,0.7950348677637523,21800.0,21.8,21800.0,0.0,0.0,0.0,0.872,0.9839449541284404,0.5103211009174312,0.445,0.4736238532110092,0.0,0.016055045871559634,0.0,12.8,0.0,87.2,0.0,212,212.0,compute,0.0,0.2,0.2
dapper,stable,121,100.0,1000,24.870142370806825,34.08802278656587,34.79782372711737,34.96061084968983,51.218892289603616,0.0,0.7235062491591376,0.7917923991779289,21800.0,21.8,21800.0,0.0,0.0,0.0,0.872,0.9862385321100917,0.48394495412844035,0.422,0.5022935779816514,0.0,0.013761467889908258,0.0,12.8,0.0,87.2,0.0,219,219.0,compute,0.0,0.2,0.2
dapper,stable,122,100.0,1000,24.829111935230273,33.958468133447,34.74506049633189,34.924143640943036,53.271418624119164,0.0,0.7259117747422895,0.7982645293058339,21950.0,21.95,21950.0,0.0,0.0,0.0,0.878,0.9886104783599089,0.5148063781321185,0.452,0.47380410022779046,0.0,0.011389521640091117,0.0,12.2,0.0,87.8,0.0,200,200.0,compute,0.0,0.2,0.2
dapper,stable,123,100.0,1000,25.35470141463279,34.01400394209814,34.728637206489786,34.90743937957425,51.64158095400979,0.0,0.7231039957478556,0.7928850748486099,22225.0,22.225,22225.0,0.0,0.0,0.0,0.889,0.9820022497187851,0.4769403824521935,0.424,0.5050618672665916,0.0,0.01799775028121485,0.0,11.1,0.0,88.9,0.0,196,196.0,compute,0.0,0.2,0.2
dapper,stable,124,100.0,1000,25.00583269004324,34.03261405514325,34.80612955591713,34.95256595801938,50.8126236179597,0.0,0.7270004160651047,0.7942088997255117,21000.0,21.0,21000.0,0.0,0.0,0.0,0.84,0.9928571428571429,0.49642857142857144,0.417,0.49642857142857144,0.0,0.007142857142857143,0.0,16.0,0.0,84.0,0.0,280,280.0,compute,0.0,0.2,0.2
dapper,stable,125,100.0,1000,24.9867591189863,33.982185709447386,34.8021659840167,34.99165214842439,53.959249959158115,0.0,0.7268533605073024,0.7989657788847586,21650.0,21.65,21650.0,0.0,0.0,0.0,0.866,0.9919168591224018,0.5323325635103926,0.461,0.45958429561200925,0.0,0.008083140877598153,0.0,13.4,0.0,86.6,0.0,238,238.0,compute,0.0,0.2,0.2
dapper,stable,126,100.0,1000,24.628886386363657,33.70638744138536,34.672811784104226,34.983867296625746,53.134621864449656,0.0,0.726794351381784,0.8009463128693688,21175.0,21.175,21175.0,0.0,0.0,0.0,0.847,0.9881936245572609,0.5419126328217237,0.459,0.4462809917355372,0.0,0.011806375442739079,0.0,15.299999999999999,0.0,84.7,0.0,252,252.0,compute,0.0,0.2,0.2
dapper,stable,127,100.0,1000,25.164646066804526,34.17312143282042,34.80106095916998,34.970740898815485,54.30743225703345,0.0,0.7237258806201099,0.7969399991420358,22125.0,22.125,22125.0,0.0,0.0,0.0,0.885,0.9909604519774011,0.5276836158192091,0.467,0.4632768361581921,0.0,0.00903954802259887,0.0,11.5,0.0,88.5,0.0,207,207.0,compute,0.0,0.2,0.2
dapper,stable,128,100.0,1000,25.178185128090664,33.92859815320874,34.67968897440042,34.972660274630584,53.589153958153254,0.0,0.7271450910033325,0.7988558762020542,21425.0,21.425,21425.0,0.0,0.0,0.0,0.857,0.9836639439906651,0.5309218203033839,0.455,0.45274212368728123,0.0,0.01633605600933489,0.0,14.299999999999999,0.0,85.7,0.0,237,237.0,compute,0.0,0.2,0.2
dapper,stable,129,100.0,1000,25.217209562918274,34.07064808785484,34.83459462785327,34.9933571344785,53.065152250426124,0.0,0.722736266433297,0.7957788932941594,21825.0,21.825,21825.0,0.0,0.0,0.0,0.873,0.9896907216494846,0.5131729667812142,0.448,0.4765177548682703,0.0,0.010309278350515464,0.0,12.7,0.0,87.3,0.0,214,214.0,compute,0.0,0.2,0.2
dapper,congested,100,100.0,1000,24.824557271985057,33.928407620489025,34.77556075006328,34.97404020175507,24.824557271985057,0.0,0.7231225654703062,0.7231225654703062,0.0,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.6,0.0,0.0,0.4,8,8.0,compute,0.0,0.2,0.2
